epoch,train_mse,train_rmse,test_mse,test_rmse,test_mae
3.600000000000000000e+01,8.558137416465292358e-01,9.251020168859914738e-01,9.211915431766335871e+00,3.035113742805421566e+00,2.682139324971781313e+00
3.700000000000000000e+01,1.040661556057162151e+00,1.020128205696304802e+00,8.242451894781519073e+00,2.870967066126241640e+00,2.528614421138704937e+00
3.800000000000000000e+01,8.590453059132510116e-01,9.268469700620760587e-01,7.550430146683003940e+00,2.747804604895152103e+00,2.435029003355237975e+00
3.900000000000000000e+01,7.792099521286491859e-01,8.827286967855124677e-01,7.000333757575498694e+00,2.645814384565837063e+00,2.336645379708083059e+00
4.000000000000000000e+01,7.526817723783049141e-01,8.675723441755764931e-01,8.793438044284583199e+00,2.965373171168273370e+00,2.609616337930755314e+00
4.100000000000000000e+01,7.688489420963153798e-01,8.768403173305361342e-01,8.987647080883217399e+00,2.997940473205433332e+00,2.633433392045451793e+00
4.200000000000000000e+01,7.225944694825016112e-01,8.500555684674394596e-01,9.876776891138696612e+00,3.142733983514783169e+00,2.761759605125792660e+00
4.300000000000000000e+01,6.907617988912222451e-01,8.311208088426268459e-01,9.289168431489111200e+00,3.047813713383597189e+00,2.669392573116508682e+00
4.400000000000000000e+01,8.210411892258261402e-01,9.061132320112239569e-01,8.638237494333560917e+00,2.939087867746311478e+00,2.602683390560013965e+00
4.500000000000000000e+01,6.761426720089781517e-01,8.222789502407186202e-01,9.287459502283343937e+00,3.047533347197917575e+00,2.684062756529641991e+00
4.600000000000000000e+01,6.029886485598429102e-01,7.765234372250736650e-01,7.754284475435418322e+00,2.784651589595261711e+00,2.442951761740549177e+00
4.700000000000000000e+01,6.011731732703129438e-01,7.753535795173147616e-01,1.012507761071581314e+01,3.181992710663525958e+00,2.803917639846101650e+00
4.800000000000000000e+01,5.753879328074691379e-01,7.585432965938524452e-01,9.190898340168836000e+00,3.031649442163264929e+00,2.658707172498790516e+00
4.900000000000000000e+01,5.951522997173643859e-01,7.714611459544572503e-01,8.229087145928820846e+00,2.868638552681188170e+00,2.488538888251745185e+00
5.000000000000000000e+01,6.443247424391339573e-01,8.026984131285759272e-01,6.373777282833445135e+00,2.524634088899507134e+00,2.203626183194851595e+00
5.100000000000000000e+01,5.926553667774454581e-01,7.698411308688601906e-01,8.392752794679880779e+00,2.897024817753531156e+00,2.551960083079751307e+00
5.200000000000000000e+01,5.411013843380785282e-01,7.355959382283717707e-01,9.786184100443676925e+00,3.128287726607589025e+00,2.744736920438410888e+00
5.300000000000000000e+01,4.633512064623671045e-01,6.806990571922125755e-01,9.450989437394914816e+00,3.074246157579922034e+00,2.704801184078725829e+00
5.400000000000000000e+01,4.219195557820440423e-01,6.495533509897736257e-01,7.899352439925089620e+00,2.810578666382617108e+00,2.459277588779165580e+00
5.500000000000000000e+01,4.150082503572476988e-01,6.442113398235456145e-01,9.257656358676097597e+00,3.042639702409093427e+00,2.666909285763109594e+00
5.600000000000000000e+01,6.278950289000341245e-01,7.923982766892126994e-01,7.672625101548329773e+00,2.769950378896403720e+00,2.446483912817928985e+00
5.700000000000000000e+01,4.617415863765121364e-01,6.795156998749272148e-01,8.142385481329867503e+00,2.853486548300143699e+00,2.533798047161977429e+00
5.800000000000000000e+01,4.200501980433599125e-01,6.481127973149117816e-01,8.317477356281727907e+00,2.884003702542999203e+00,2.550736380887201893e+00
5.900000000000000000e+01,3.477158026460486218e-01,5.896743191339169909e-01,7.865857933396350532e+00,2.804613687015798273e+00,2.464717756960613126e+00
6.000000000000000000e+01,3.365192250057369994e-01,5.801027710722790331e-01,8.402531048087412913e+00,2.898711963629262200e+00,2.530701174891566207e+00
6.100000000000000000e+01,3.185097295580363030e-01,5.643666623375589442e-01,8.914319229903693298e+00,2.985685721890985356e+00,2.582329850556531969e+00
6.200000000000000000e+01,3.338307845805105201e-01,5.777809139981265885e-01,6.588332504307458315e+00,2.566774728001555150e+00,2.248162121947752112e+00
6.300000000000000000e+01,3.787074628351801420e-01,6.153921212001175478e-01,8.099404097818574400e+00,2.845945202884021530e+00,2.471579952706620009e+00
6.400000000000000000e+01,3.479832029917586667e-01,5.899010111804849910e-01,8.164278423385153971e+00,2.857320147163274093e+00,2.502502268364426907e+00
6.500000000000000000e+01,9.155872731659766561e-01,9.568632468466832242e-01,7.871428182973287946e+00,2.805606562398457182e+00,2.457144414491488238e+00
6.600000000000000000e+01,5.738583389941964708e-01,7.575343813941360915e-01,7.729947058068137977e+00,2.780278233930578935e+00,2.414165653949119417e+00
6.700000000000000000e+01,3.737834260649969820e-01,6.113783002895972762e-01,8.611781401979328621e+00,2.934583684610021059e+00,2.521309182184551911e+00
6.800000000000000000e+01,3.350052984028538128e-01,5.787964222443447992e-01,8.068153621345970805e+00,2.840449545643430440e+00,2.451961606771331237e+00
6.900000000000000000e+01,3.896205789687734455e-01,6.241959459727157711e-01,8.166502352762174510e+00,2.857709284157885499e+00,2.511946524198145347e+00
7.000000000000000000e+01,3.204017090448570415e-01,5.660403775746541966e-01,7.917215676847218830e+00,2.813754729333603155e+00,2.471693577630317940e+00
7.100000000000000000e+01,2.827795032908706485e-01,5.317701602110357362e-01,8.758496678689690285e+00,2.959475743892774346e+00,2.586866730336141451e+00
7.200000000000000000e+01,2.802216000770749726e-01,5.293596131903859359e-01,8.591704301513297892e+00,2.931160913616531083e+00,2.535780439804574904e+00
7.300000000000000000e+01,2.637731748043787294e-01,5.135885267452717784e-01,7.688941002499680266e+00,2.772893976065381239e+00,2.371861056693346459e+00
7.400000000000000000e+01,2.723925346871232112e-01,5.219123821937196039e-01,8.550375384292836500e+00,2.924102492097846451e+00,2.523886892652171365e+00
7.500000000000000000e+01,2.568452263396459045e-01,5.067989999394689749e-01,7.883961905519289104e+00,2.807839366046300356e+00,2.417501307165707658e+00
7.600000000000000000e+01,2.365728487241690325e-01,4.863875499271841374e-01,7.720786187262345557e+00,2.778630271781826089e+00,2.360043340745200613e+00
7.700000000000000000e+01,2.416031001852972648e-01,4.915313827064323737e-01,7.447474267990703112e+00,2.729006095264483456e+00,2.346640804370487388e+00
7.800000000000000000e+01,2.300590678723844762e-01,4.796447308919222219e-01,8.544790979797564745e+00,2.923147444074206458e+00,2.516230251810966490e+00
7.900000000000000000e+01,2.356138561043539248e-01,4.854007170414501027e-01,8.072563775817917175e+00,2.841225752350192479e+00,2.452095289964316027e+00
8.000000000000000000e+01,2.231696589909076545e-01,4.724083604159727834e-01,8.669263328130334401e+00,2.944361276767906155e+00,2.548843932443437765e+00
