epoch,train_mse,train_rmse,test_mse,test_rmse,test_mae
8.800000000000000000e+01,1.031125969801138353e+00,1.015443730494771657e+00,6.025175436799558248e+00,2.454623277979649298e+00,2.039377314356610515e+00
8.900000000000000000e+01,1.040553246482297078e+00,1.020075118058614949e+00,5.756820408454607296e+00,2.399337493654155828e+00,2.010744879369706695e+00
9.000000000000000000e+01,1.010642125974255956e+00,1.005306980963653674e+00,1.141132535749740740e+01,3.378065327594688139e+00,2.928457282734208800e+00
9.100000000000000000e+01,1.060198787767304474e+00,1.029659549446954037e+00,7.897395948629738704e+00,2.810230586380722428e+00,2.121007006588818022e+00
9.200000000000000000e+01,9.561959994375271998e-01,9.778527493633830669e-01,6.680412678422062989e+00,2.584649430468678233e+00,1.982229449211882821e+00
9.300000000000000000e+01,1.169238744384528017e+00,1.081313434848808264e+00,6.720769510842730554e+00,2.592444697740480475e+00,2.258905007812468835e+00
9.400000000000000000e+01,1.168955237743872999e+00,1.081182333255530592e+00,9.600468372593839561e+00,3.098462259346374648e+00,2.324923843904858956e+00
9.500000000000000000e+01,1.026401462027308531e+00,1.013114732904081494e+00,6.320505559262150186e+00,2.514061566322939090e+00,2.018468040938770969e+00
9.600000000000000000e+01,9.796163034151619264e-01,9.897556786475952828e-01,8.302542689864910841e+00,2.881413314653923585e+00,2.521882345187919316e+00
9.700000000000000000e+01,9.119902859079092039e-01,9.549818249097252743e-01,5.545795543721205867e+00,2.354951282664082157e+00,1.962038024120739133e+00
9.800000000000000000e+01,9.418348584364359954e-01,9.704817661535100060e-01,5.677538984047892257e+00,2.382758691946772256e+00,1.947633769047977248e+00
9.900000000000000000e+01,9.915682345860808988e-01,9.957751927950810877e-01,6.977409087675913391e+00,2.641478579825305761e+00,2.015416187856053920e+00
1.000000000000000000e+02,8.607505346266836055e-01,9.277664224505453028e-01,4.198788479562928444e+00,2.049094551152515375e+00,1.635996758998594869e+00
1.010000000000000000e+02,8.785762984948491949e-01,9.373240093451405963e-01,1.305186652748349019e+01,3.612736708851544520e+00,2.728946102503972071e+00
1.020000000000000000e+02,9.590413224619257493e-01,9.793065518324309826e-01,1.065132992226292430e+01,3.263637529239870272e+00,2.417079929911762015e+00
1.030000000000000000e+02,1.036863243391213718e+00,1.018264819873108351e+00,9.886491600526582602e+00,3.144279186161206940e+00,2.333111315084646087e+00
1.040000000000000000e+02,9.049938935201631285e-01,9.513116700220611843e-01,5.158924854251344172e+00,2.271326672729254259e+00,1.878271501727789561e+00
1.050000000000000000e+02,9.058715891400883624e-01,9.517728663605032891e-01,6.819021463151128337e+00,2.611325614156750241e+00,1.965660303010853038e+00
1.060000000000000000e+02,8.940994023408340707e-01,9.455682959685324240e-01,9.147146150120414987e+00,3.024424928828687964e+00,2.619393521735670749e+00
1.070000000000000000e+02,9.393606774323670638e-01,9.692062099637863692e-01,9.377493849588097063e+00,3.062269395332176902e+00,2.685086709400686278e+00
1.080000000000000000e+02,1.358315585546534310e+00,1.165467968477269745e+00,8.271618099387632483e+00,2.876042089293484594e+00,2.203327410811677822e+00
1.090000000000000000e+02,1.289962045528337153e+00,1.135764960512665844e+00,7.838798164227687160e+00,2.799785378243783818e+00,2.083435280607381035e+00
1.100000000000000000e+02,9.945940033061754226e-01,9.972933386452430549e-01,6.754172698437985289e+00,2.598879123475731134e+00,1.979433669348861669e+00
1.110000000000000000e+02,8.769241687461557522e-01,9.364422933348086620e-01,6.781093024818661164e+00,2.604053191626212183e+00,1.900487586141969221e+00
1.120000000000000000e+02,8.133076135012049512e-01,9.018356909666001009e-01,5.929441738323091293e+00,2.435044504382433583e+00,2.066452230517652922e+00
1.130000000000000000e+02,8.683693305507612648e-01,9.318633647433304246e-01,6.716225451042650008e+00,2.591568145166676995e+00,1.990500914333549698e+00
1.140000000000000000e+02,7.222597602847472542e-01,8.498586707710567012e-01,7.599898389355487005e+00,2.756791321329107536e+00,2.090373635656607831e+00
1.150000000000000000e+02,7.183330094685539402e-01,8.475452846123054940e-01,7.719010077971323547e+00,2.778310651811874532e+00,2.116768873916610616e+00
1.160000000000000000e+02,7.956043987889830360e-01,8.919665906237649322e-01,5.650769686237144818e+00,2.377134764004166456e+00,1.795746860640250686e+00
1.170000000000000000e+02,8.128971669114555265e-01,9.016081005134412019e-01,4.320777768145764419e+00,2.078648062598804636e+00,1.717013616445232316e+00
1.180000000000000000e+02,8.665467493949119415e-01,9.308849281167420608e-01,7.826449417071483339e+00,2.797579206576908284e+00,2.046891398750678270e+00
1.190000000000000000e+02,1.036386782426505837e+00,1.018030835695317160e+00,5.050572316580955956e+00,2.247347840584753786e+00,1.769056080921223684e+00
1.200000000000000000e+02,1.089300056373435188e+00,1.043695384857782793e+00,5.813429472764819472e+00,2.411105446214416137e+00,1.822483063959321914e+00
1.210000000000000000e+02,8.454609286377879895e-01,9.194894934896146177e-01,7.954400541828555937e+00,2.820354683692913866e+00,2.401041834604728198e+00
1.220000000000000000e+02,8.091223545445476173e-01,8.995122870447893604e-01,8.183640424143161951e+00,2.860706280648742439e+00,2.488758652946635674e+00
1.230000000000000000e+02,8.063037860216851760e-01,8.979441998374315670e-01,6.177191688137074088e+00,2.485395680397202600e+00,1.901995736646117541e+00
1.240000000000000000e+02,7.248203737955540849e-01,8.513638316228580027e-01,6.545993989882240349e+00,2.558514019872129008e+00,1.904539250331065858e+00
1.250000000000000000e+02,8.203665266097475151e-01,9.057408716679111738e-01,6.571668294348604888e+00,2.563526534746345398e+00,1.888909098691288868e+00
1.260000000000000000e+02,8.327394375038098540e-01,9.125455810554395919e-01,5.376569241923294662e+00,2.318743030592932186e+00,1.862214342169805414e+00
1.270000000000000000e+02,7.204145230306090442e-01,8.487723623154850294e-01,6.829976754086461987e+00,2.613422421669803875e+00,2.295995191453550799e+00
1.280000000000000000e+02,7.983676689379600733e-01,8.935142242504928722e-01,6.027618985657298367e+00,2.455120971695142096e+00,2.155950985188148650e+00
1.290000000000000000e+02,7.007788971601733863e-01,8.371253772047371200e-01,6.115795233684699461e+00,2.473013391327410382e+00,1.859530981406037897e+00
1.300000000000000000e+02,6.686447391375858196e-01,8.177070007879263525e-01,6.827203458966829785e+00,2.612891780952060206e+00,1.946400540805859336e+00
1.310000000000000000e+02,1.270196831127531789e+00,1.127030093266160993e+00,5.102139605659227861e+00,2.258791625108262924e+00,1.981873554799413295e+00
1.320000000000000000e+02,1.012845533902068329e+00,1.006402272405059861e+00,8.137465142571841170e+00,2.852624255413222176e+00,2.327905379061061986e+00
1.330000000000000000e+02,1.049001577001694718e+00,1.024207780189984041e+00,6.711698715353838551e+00,2.590694639542421740e+00,1.954760096488742604e+00
1.340000000000000000e+02,7.279056453489233247e-01,8.531738658379799389e-01,6.013664640296368269e+00,2.452277439503199652e+00,1.898257315341121299e+00
1.350000000000000000e+02,9.092240215575566609e-01,9.535323914569219239e-01,4.838918952766908532e+00,2.199754293726212673e+00,1.783070316373025932e+00
1.360000000000000000e+02,8.684291679021911570e-01,9.318954704805636480e-01,6.342310969618117689e+00,2.518394522233980304e+00,2.156506346878534153e+00
1.370000000000000000e+02,7.944976477220531130e-01,8.913459753216217418e-01,4.256649885459534488e+00,2.063165016536373741e+00,1.599912749274911894e+00
1.380000000000000000e+02,7.801368881547550149e-01,8.832535808898569485e-01,8.535571106104796968e+00,2.921569972823652606e+00,2.185759036426758062e+00
1.390000000000000000e+02,7.578351799566163116e-01,8.705372938344549949e-01,6.333494242299709143e+00,2.516643447590403149e+00,1.892806926390932620e+00
1.400000000000000000e+02,7.381173668270643029e-01,8.591375715373320565e-01,5.027927869685928641e+00,2.242304142993525318e+00,1.743718761673518136e+00
1.410000000000000000e+02,6.543774644324181766e-01,8.089360076250891041e-01,5.189258869513337480e+00,2.277994484083167848e+00,1.740053575459362678e+00
1.420000000000000000e+02,6.372169086125232251e-01,7.982586727449462183e-01,5.869106782928762200e+00,2.422623945834095238e+00,1.828341611663865107e+00
1.430000000000000000e+02,6.296129543273421003e-01,7.934815400041402844e-01,7.160990079243977569e+00,2.676002630649674252e+00,2.004773342524342805e+00
1.440000000000000000e+02,8.084812809911333664e-01,8.991558713544239856e-01,6.328525305523420741e+00,2.515656038794536808e+00,2.179962803464416954e+00
1.450000000000000000e+02,6.452429079584247607e-01,8.032701338643337685e-01,6.934875144627966392e+00,2.633415110579409912e+00,1.994396070821569555e+00
1.460000000000000000e+02,7.489339653884486969e-01,8.654097095529080796e-01,4.170097308299835603e+00,2.042081611566941124e+00,1.629545965204423519e+00
1.470000000000000000e+02,6.200456951347854684e-01,7.874298033061648550e-01,4.476961158709666933e+00,2.115883068297883529e+00,1.741997567642476374e+00
1.480000000000000000e+02,6.646368040328227700e-01,8.152526013652595660e-01,5.965669321357657040e+00,2.442471969410838106e+00,1.854482015824585162e+00
1.490000000000000000e+02,6.275304139513850910e-01,7.921681727710253584e-01,5.001534706469583647e+00,2.236411121969657856e+00,1.754611953439819461e+00
1.500000000000000000e+02,7.164095682778630625e-01,8.464098110713645928e-01,5.953908346722492695e+00,2.440063184985686640e+00,1.857504243879872341e+00
1.510000000000000000e+02,6.393843427865656404e-01,7.996151216595178690e-01,7.657647278452260231e+00,2.767245431553237101e+00,2.047894694875625810e+00
1.520000000000000000e+02,6.858126216125201013e-01,8.281380450217946665e-01,4.781497575213542461e+00,2.186663571565946818e+00,1.737455305338635014e+00
1.530000000000000000e+02,9.270777678301034275e-01,9.628487772387226418e-01,2.659870908287079505e+00,1.630911066946042709e+00,1.412931482483244627e+00
1.540000000000000000e+02,7.591598184226715507e-01,8.712977782725441767e-01,3.297896194895473254e+00,1.816011066842785793e+00,1.522774089002463471e+00
1.550000000000000000e+02,1.374481975822645197e+00,1.172383032896094690e+00,1.233765485843265708e+01,3.512499801912116304e+00,2.624451322293062994e+00
1.560000000000000000e+02,8.830219592409678242e-01,9.396924812091281831e-01,1.255754743025815756e+01,3.543662996146523803e+00,2.585577398508209779e+00
1.570000000000000000e+02,6.407026075906593343e-01,8.004390092884400287e-01,1.239255902234931916e+01,3.520306665952459113e+00,2.613870437478192699e+00
1.580000000000000000e+02,6.423169069630331185e-01,8.014467586577620484e-01,9.089452556878418577e+00,3.014871897258392330e+00,2.247062495967542262e+00
1.590000000000000000e+02,5.925143845295133271e-01,7.697495596163166365e-01,1.218988891624893967e+01,3.491402141869214493e+00,2.631950512573988821e+00
1.600000000000000000e+02,6.139430149030936645e-01,7.835451581773023033e-01,1.174670305942298221e+01,3.427346358251961433e+00,2.530268295581673765e+00
1.610000000000000000e+02,6.312381224666998580e-01,7.945049543374161916e-01,1.206413417003448885e+01,3.473346249661051210e+00,2.529415328446756650e+00
1.620000000000000000e+02,6.944682731442163304e-01,8.333476304305522664e-01,1.074948175821100094e+01,3.278640230066574457e+00,2.505031477542220220e+00
1.630000000000000000e+02,6.608528825273108920e-01,8.129285839034759986e-01,1.080810686572247015e+01,3.287568533996283016e+00,2.433066717589181138e+00
1.640000000000000000e+02,6.121486708001556698e-01,7.823993039363951185e-01,1.138841285861109576e+01,3.374672259436624966e+00,2.448138434587997736e+00
1.650000000000000000e+02,6.167294924446639071e-01,7.853212670268543416e-01,7.624175480017239437e+00,2.761190953197051101e+00,2.056375861046389364e+00
1.660000000000000000e+02,6.487722401192547172e-01,8.054639905788804066e-01,1.142823546523347922e+01,3.380567328901094459e+00,2.532846284325820374e+00
1.670000000000000000e+02,6.394481413315301621e-01,7.996550139475960828e-01,1.021122073641124750e+01,3.195500076108784615e+00,2.405479929862766042e+00
1.680000000000000000e+02,6.569663633565990812e-01,8.105346157670251239e-01,6.313313136406994985e+00,2.512630720262528872e+00,1.882550457080448325e+00
1.690000000000000000e+02,6.488081655518639357e-01,8.054862913494331700e-01,6.279390879484248345e+00,2.505871281507541681e+00,1.866498569829748266e+00
1.700000000000000000e+02,5.809442654375573944e-01,7.621969991003358924e-01,8.548479166235035009e+00,2.923778234790565644e+00,2.177050103956527760e+00
1.710000000000000000e+02,6.477908585665065333e-01,8.048545573993518554e-01,7.555593109276681041e+00,2.748743914823037926e+00,2.031419031846049439e+00
1.720000000000000000e+02,6.843703492326791427e-01,8.272667944700059506e-01,7.352021788967494587e+00,2.711461190754441475e+00,2.020210627143657511e+00
1.730000000000000000e+02,7.020413569396717346e-01,8.378790825290196587e-01,3.997235065327993553e+00,1.999308646839700332e+00,1.504025414570877350e+00
1.740000000000000000e+02,6.339052075927684715e-01,7.961816423359486805e-01,6.602207095372689238e+00,2.569476035181625928e+00,1.914282588054645240e+00
1.750000000000000000e+02,5.554763090517675916e-01,7.453028304332189879e-01,3.823021255380395278e+00,1.955254780170705864e+00,1.531159033955176385e+00
1.760000000000000000e+02,6.217070595010145695e-01,7.884840261546295359e-01,5.317838845996681663e+00,2.306043981800148135e+00,1.709138663172357298e+00
1.770000000000000000e+02,8.107472484628629461e-01,9.004150423348462606e-01,3.082573176645479140e+00,1.755725826160075442e+00,1.492962599165213566e+00
1.780000000000000000e+02,7.316227754705726394e-01,8.553495048636976517e-01,5.438183601235516917e+00,2.331991338156194082e+00,1.813221875073105283e+00
1.790000000000000000e+02,8.996131638955363607e-01,9.484793956093808820e-01,1.068129297522837540e+01,3.268224743684004174e+00,2.443485826284270690e+00
1.800000000000000000e+02,8.145522285468971280e-01,9.025254725196940608e-01,5.635404419826075539e+00,2.373900676065887172e+00,1.786669014304663738e+00
1.810000000000000000e+02,6.167615755767386077e-01,7.853416935173750391e-01,1.094164643593884456e+01,3.307815961618609357e+00,2.475416854251780041e+00
1.820000000000000000e+02,6.625270017934367095e-01,8.139576167058311107e-01,6.167981584259250916e+00,2.483542144651314398e+00,1.837534139280289969e+00
1.830000000000000000e+02,6.089291496212174692e-01,7.803391247536018982e-01,1.057822094585795902e+01,3.252417707776471989e+00,2.442576554207991357e+00
1.840000000000000000e+02,5.876570812603600924e-01,7.665879475052813641e-01,7.560343563495911745e+00,2.749607892681411148e+00,2.388301201187506884e+00
1.850000000000000000e+02,6.025568691892438933e-01,7.762453666137041353e-01,7.119420962474640291e+00,2.668224308875593920e+00,1.988552028372139402e+00
1.860000000000000000e+02,5.344518085567833143e-01,7.310621099173334470e-01,6.158652746956890134e+00,2.481663302496309509e+00,1.882663860112033793e+00
1.870000000000000000e+02,5.660934050204136092e-01,7.523917895753605700e-01,5.494459665028205819e+00,2.344026378910486041e+00,1.760323382177362728e+00
1.880000000000000000e+02,5.607426647593765079e-01,7.488275267105080069e-01,7.010345265041433294e+00,2.647705660575101039e+00,1.973613717747998431e+00
1.890000000000000000e+02,5.725306395953158045e-01,7.566575444646778115e-01,4.550231225872137131e+00,2.133127100261992481e+00,1.687566120447125728e+00
1.900000000000000000e+02,6.187837711083652437e-01,7.866281021603317436e-01,9.017953403134594481e+00,3.002990743098385540e+00,2.266525091138211767e+00
1.910000000000000000e+02,4.896280750710890750e-01,6.997342889062169169e-01,6.862619688751500746e+00,2.619660223912922081e+00,1.976840272712901969e+00
1.920000000000000000e+02,5.003096086914231577e-01,7.073256737114970161e-01,6.597288568450041524e+00,2.568518749873171636e+00,1.916301591437648000e+00
1.930000000000000000e+02,5.418393516235092688e-01,7.360973791717433379e-01,5.539265133918972239e+00,2.353564346670592222e+00,2.056375827750420715e+00
