epoch,train_mse,train_rmse,test_mse,test_rmse,test_mae
6.300000000000000000e+01,6.375697135925292969e+00,2.525014284301237755e+00,5.125158410341478898e+00,2.263881271255513195e+00,1.585345832049846582e+00
6.400000000000000000e+01,6.344369888305664062e+00,2.518803265105407974e+00,4.950923260131617987e+00,2.225067023739199179e+00,1.544915391921997116e+00
6.500000000000000000e+01,6.317616462707519531e+00,2.513486913176099957e+00,4.806859437160193593e+00,2.192455116338802856e+00,1.514422796964645324e+00
6.600000000000000000e+01,6.294928550720214844e+00,2.508969619329858514e+00,4.668105769582558295e+00,2.160579961395217019e+00,1.488656973719596932e+00
6.700000000000000000e+01,6.275167465209960938e+00,2.505028436008254200e+00,4.513306877047870813e+00,2.124454489286101477e+00,1.463079182863235461e+00
6.800000000000000000e+01,6.257105350494384766e+00,2.501420666440250073e+00,4.332110588634721537e+00,2.081372284968434183e+00,1.435005276501178706e+00
6.900000000000000000e+01,6.239760875701904297e+00,2.497951335735327127e+00,4.126284033935982976e+00,2.031325683866568532e+00,1.404259313702583389e+00
7.000000000000000000e+01,6.222964286804199219e+00,2.494586997241066140e+00,3.906241540856004502e+00,1.976421397591112017e+00,1.372391610205173418e+00
7.100000000000000000e+01,6.206821918487548828e+00,2.491349417180887649e+00,3.686119410845451139e+00,1.919926928517190046e+00,1.341831426799297233e+00
7.200000000000000000e+01,6.191658496856689453e+00,2.488304341686661481e+00,3.480037249286426437e+00,1.865485794447769630e+00,1.314637648940086390e+00
7.300000000000000000e+01,6.177555561065673828e+00,2.485468881532350682e+00,3.299922844538464961e+00,1.816568975992506774e+00,1.292195997834205690e+00
7.400000000000000000e+01,6.164491176605224609e+00,2.482839337654618284e+00,3.153709152055904408e+00,1.775868562719635557e+00,1.275298618853092147e+00
7.500000000000000000e+01,6.152341365814208984e+00,2.480391373516326770e+00,3.041177496071148401e+00,1.743897214881412694e+00,1.263233595669269516e+00
7.600000000000000000e+01,6.141083240509033203e+00,2.478120909178774145e+00,2.956964822030568207e+00,1.719582746491301606e+00,1.254536038577556578e+00
7.700000000000000000e+01,6.131049156188964844e+00,2.476095546659895064e+00,2.891266340758345876e+00,1.700372412372755937e+00,1.247451159298419876e+00
